"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,42,6,50,2022-03-17
"20 - 24",5,2,99,0,106,2022-03-17
"25 - 29",4,0,174,11,189,2022-03-17
"30 - 34",5,2,305,11,323,2022-03-17
"35 - 39",4,2,387,24,417,2022-03-17
"40 - 44",5,6,480,45,536,2022-03-17
"45 - 49",10,9,860,89,968,2022-03-17
"50 - 54",18,11,1362,205,1596,2022-03-17
"55 - 59",23,13,1830,356,2222,2022-03-17
"60 - 64",27,23,1973,634,2657,2022-03-17
"65 - 69",33,27,1916,978,2954,2022-03-17
"70 - 74",34,29,1660,1285,3008,2022-03-17
"75 - 79",20,18,863,911,1812,2022-03-17
"80 - 84",3,5,196,285,489,2022-03-17
"85 - 89",0,1,32,49,82,2022-03-17
">90",0,1,3,3,7,2022-03-17
