"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,57,7,67,2022-12-09
"20 - 24",4,0,117,2,123,2022-12-09
"25 - 29",2,0,194,13,209,2022-12-09
"30 - 34",3,0,330,14,347,2022-12-09
"35 - 39",3,2,414,26,445,2022-12-09
"40 - 44",2,1,527,52,582,2022-12-09
"45 - 49",3,2,910,97,1012,2022-12-09
"50 - 54",10,1,1440,223,1674,2022-12-09
"55 - 59",14,4,1945,389,2352,2022-12-09
"60 - 64",11,3,2130,688,2832,2022-12-09
"65 - 69",19,6,2103,1050,3178,2022-12-09
"70 - 74",15,9,1857,1377,3258,2022-12-09
"75 - 79",17,3,1032,983,2035,2022-12-09
"80 - 84",11,2,280,326,619,2022-12-09
"85 - 89",4,0,61,62,127,2022-12-09
">90",0,0,15,9,24,2022-12-09
