"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,3,32,3,40,2021-12-13
"20 - 24",7,4,70,0,81,2021-12-13
"25 - 29",6,7,142,9,164,2021-12-13
"30 - 34",9,16,251,9,285,2021-12-13
"35 - 39",11,18,311,19,359,2021-12-13
"40 - 44",8,18,410,37,473,2021-12-13
"45 - 49",33,45,727,78,883,2021-12-13
"50 - 54",37,64,1192,169,1462,2021-12-13
"55 - 59",40,92,1600,296,2028,2021-12-13
"60 - 64",45,97,1713,552,2407,2021-12-13
"65 - 69",60,112,1667,847,2686,2021-12-13
"70 - 74",43,109,1455,1154,2761,2021-12-13
"75 - 79",28,51,743,813,1635,2021-12-13
"80 - 84",6,3,160,263,432,2021-12-13
"85 - 89",0,1,22,44,67,2021-12-13
">90",1,0,3,2,6,2021-12-13
