"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,62,8,72,2023-03-03
"20 - 24",2,1,122,2,127,2023-03-03
"25 - 29",0,1,198,13,212,2023-03-03
"30 - 34",2,0,334,14,350,2023-03-03
"35 - 39",3,1,423,27,454,2023-03-03
"40 - 44",1,1,534,55,591,2023-03-03
"45 - 49",4,2,918,98,1022,2023-03-03
"50 - 54",11,3,1457,232,1703,2023-03-03
"55 - 59",8,6,1977,397,2388,2023-03-03
"60 - 64",14,6,2168,696,2884,2023-03-03
"65 - 69",16,4,2152,1073,3245,2023-03-03
"70 - 74",15,17,1923,1398,3353,2023-03-03
"75 - 79",14,8,1081,1006,2109,2023-03-03
"80 - 84",12,3,313,342,670,2023-03-03
"85 - 89",3,2,73,75,153,2023-03-03
">90",1,1,17,9,28,2023-03-03
