"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,2,28,3,33,2021-11-08
"20 - 24",5,0,61,0,66,2021-11-08
"25 - 29",5,6,128,8,147,2021-11-08
"30 - 34",3,4,220,7,234,2021-11-08
"35 - 39",4,12,267,19,302,2021-11-08
"40 - 44",5,15,370,33,423,2021-11-08
"45 - 49",12,14,678,70,774,2021-11-08
"50 - 54",12,32,1114,163,1321,2021-11-08
"55 - 59",13,39,1508,276,1836,2021-11-08
"60 - 64",21,50,1603,500,2174,2021-11-08
"65 - 69",24,61,1580,774,2439,2021-11-08
"70 - 74",16,57,1392,1057,2522,2021-11-08
"75 - 79",17,24,693,730,1464,2021-11-08
"80 - 84",7,1,151,245,404,2021-11-08
"85 - 89",1,0,19,41,61,2021-11-08
">90",0,0,3,2,5,2021-11-08
