"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-08
"20 - 24",2,0,120,2,124,2023-02-08
"25 - 29",0,0,198,13,211,2023-02-08
"30 - 34",2,0,334,14,350,2023-02-08
"35 - 39",3,0,422,27,452,2023-02-08
"40 - 44",0,0,532,54,586,2023-02-08
"45 - 49",3,0,917,97,1017,2023-02-08
"50 - 54",9,2,1455,229,1695,2023-02-08
"55 - 59",8,3,1974,395,2380,2023-02-08
"60 - 64",12,4,2162,694,2872,2023-02-08
"65 - 69",13,4,2145,1068,3230,2023-02-08
"70 - 74",15,10,1905,1392,3322,2023-02-08
"75 - 79",13,6,1072,1001,2092,2023-02-08
"80 - 84",12,1,307,338,658,2023-02-08
"85 - 89",5,2,65,70,142,2023-02-08
">90",0,0,16,9,25,2023-02-08
