"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,20,3,23,2021-07-17
"20 - 24",4,0,46,0,50,2021-07-17
"25 - 29",2,0,94,6,102,2021-07-17
"30 - 34",0,3,167,6,176,2021-07-17
"35 - 39",1,1,195,14,211,2021-07-17
"40 - 44",3,4,299,27,333,2021-07-17
"45 - 49",7,8,579,65,659,2021-07-17
"50 - 54",13,14,995,141,1163,2021-07-17
"55 - 59",14,10,1375,250,1649,2021-07-17
"60 - 64",8,11,1482,452,1953,2021-07-17
"65 - 69",12,13,1482,717,2224,2021-07-17
"70 - 74",11,14,1318,992,2335,2021-07-17
"75 - 79",7,2,654,684,1347,2021-07-17
"80 - 84",0,1,139,228,368,2021-07-17
"85 - 89",0,0,17,37,54,2021-07-17
">90",0,0,4,2,6,2021-07-17
