"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,47,7,58,2022-07-29
"20 - 24",4,0,110,1,115,2022-07-29
"25 - 29",5,0,184,12,201,2022-07-29
"30 - 34",5,3,323,13,344,2022-07-29
"35 - 39",3,0,401,26,430,2022-07-29
"40 - 44",8,3,506,50,567,2022-07-29
"45 - 49",7,2,890,93,992,2022-07-29
"50 - 54",8,3,1409,217,1637,2022-07-29
"55 - 59",18,4,1907,375,2304,2022-07-29
"60 - 64",16,11,2076,675,2778,2022-07-29
"65 - 69",26,8,2037,1020,3091,2022-07-29
"70 - 74",23,11,1771,1340,3145,2022-07-29
"75 - 79",18,6,965,954,1943,2022-07-29
"80 - 84",7,3,241,310,561,2022-07-29
"85 - 89",1,1,48,55,105,2022-07-29
">90",1,0,8,5,14,2022-07-29
