"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-11
"20 - 24",4,2,106,0,112,2022-04-11
"25 - 29",4,1,176,11,192,2022-04-11
"30 - 34",7,3,310,12,332,2022-04-11
"35 - 39",3,0,394,26,423,2022-04-11
"40 - 44",7,6,490,47,550,2022-04-11
"45 - 49",8,3,874,91,976,2022-04-11
"50 - 54",15,6,1382,209,1612,2022-04-11
"55 - 59",26,12,1851,364,2253,2022-04-11
"60 - 64",24,17,2019,649,2709,2022-04-11
"65 - 69",30,18,1965,995,3008,2022-04-11
"70 - 74",33,19,1703,1311,3066,2022-04-11
"75 - 79",26,15,899,927,1867,2022-04-11
"80 - 84",11,8,209,292,520,2022-04-11
"85 - 89",4,1,38,50,93,2022-04-11
">90",1,1,4,4,10,2022-04-11
