"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,37,5,45,2022-01-26
"20 - 24",2,4,80,0,86,2022-01-26
"25 - 29",4,3,159,10,176,2022-01-26
"30 - 34",3,3,289,11,306,2022-01-26
"35 - 39",6,4,362,21,393,2022-01-26
"40 - 44",6,9,457,40,512,2022-01-26
"45 - 49",19,18,810,86,933,2022-01-26
"50 - 54",30,28,1305,189,1552,2022-01-26
"55 - 59",39,33,1737,337,2146,2022-01-26
"60 - 64",37,41,1884,603,2565,2022-01-26
"65 - 69",42,41,1824,933,2840,2022-01-26
"70 - 74",26,45,1576,1244,2891,2022-01-26
"75 - 79",24,20,807,872,1723,2022-01-26
"80 - 84",8,1,176,273,458,2022-01-26
"85 - 89",0,1,27,46,74,2022-01-26
">90",0,0,4,3,7,2022-01-26
