"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,52,7,63,2022-10-25
"20 - 24",4,2,114,3,123,2022-10-25
"25 - 29",2,1,193,12,208,2022-10-25
"30 - 34",2,1,329,14,346,2022-10-25
"35 - 39",3,2,410,26,441,2022-10-25
"40 - 44",3,2,520,52,577,2022-10-25
"45 - 49",5,3,903,96,1007,2022-10-25
"50 - 54",11,2,1430,219,1662,2022-10-25
"55 - 59",10,4,1938,384,2336,2022-10-25
"60 - 64",16,9,2102,684,2811,2022-10-25
"65 - 69",24,2,2077,1035,3138,2022-10-25
"70 - 74",21,15,1826,1359,3221,2022-10-25
"75 - 79",15,8,1007,972,2002,2022-10-25
"80 - 84",14,2,263,322,601,2022-10-25
"85 - 89",5,0,56,61,122,2022-10-25
">90",0,1,13,9,23,2022-10-25
