"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,3,33,4,42,2021-12-29
"20 - 24",4,3,77,0,84,2021-12-29
"25 - 29",4,2,150,10,166,2021-12-29
"30 - 34",13,8,269,11,301,2021-12-29
"35 - 39",8,9,340,20,377,2021-12-29
"40 - 44",9,18,429,38,494,2021-12-29
"45 - 49",21,32,771,84,908,2021-12-29
"50 - 54",28,49,1249,176,1502,2021-12-29
"55 - 59",52,74,1652,315,2093,2021-12-29
"60 - 64",41,96,1789,574,2500,2021-12-29
"65 - 69",52,91,1736,884,2763,2021-12-29
"70 - 74",38,80,1514,1201,2833,2021-12-29
"75 - 79",29,46,769,841,1685,2021-12-29
"80 - 84",5,4,167,269,445,2021-12-29
"85 - 89",1,0,24,45,70,2021-12-29
">90",0,1,3,3,7,2021-12-29
