"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-05-23
"20 - 24",4,0,107,0,111,2022-05-23
"25 - 29",4,0,181,11,196,2022-05-23
"30 - 34",5,1,313,13,332,2022-05-23
"35 - 39",3,1,397,26,427,2022-05-23
"40 - 44",8,1,497,48,554,2022-05-23
"45 - 49",7,1,886,92,986,2022-05-23
"50 - 54",16,2,1392,213,1623,2022-05-23
"55 - 59",29,5,1870,369,2273,2022-05-23
"60 - 64",19,7,2047,663,2736,2022-05-23
"65 - 69",30,5,2001,1005,3041,2022-05-23
"70 - 74",20,7,1745,1330,3102,2022-05-23
"75 - 79",21,3,928,942,1894,2022-05-23
"80 - 84",5,0,226,302,533,2022-05-23
"85 - 89",0,0,46,51,97,2022-05-23
">90",0,1,7,4,12,2022-05-23
