"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,28,4,33,2021-11-13
"20 - 24",3,2,64,0,69,2021-11-13
"25 - 29",4,5,131,8,148,2021-11-13
"30 - 34",3,3,222,7,235,2021-11-13
"35 - 39",9,9,270,19,307,2021-11-13
"40 - 44",7,14,373,33,427,2021-11-13
"45 - 49",11,21,684,70,786,2021-11-13
"50 - 54",16,35,1119,163,1333,2021-11-13
"55 - 59",23,32,1513,278,1846,2021-11-13
"60 - 64",24,54,1612,504,2194,2021-11-13
"65 - 69",19,59,1594,781,2453,2021-11-13
"70 - 74",23,59,1396,1068,2546,2021-11-13
"75 - 79",10,45,701,735,1491,2021-11-13
"80 - 84",4,5,152,248,409,2021-11-13
"85 - 89",0,1,20,42,63,2021-11-13
">90",0,0,3,2,5,2021-11-13
