"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-27
"20 - 24",5,0,106,0,111,2022-04-27
"25 - 29",4,0,178,11,193,2022-04-27
"30 - 34",7,1,311,13,332,2022-04-27
"35 - 39",3,0,395,26,424,2022-04-27
"40 - 44",9,5,493,48,555,2022-04-27
"45 - 49",9,2,879,91,981,2022-04-27
"50 - 54",16,6,1389,212,1623,2022-04-27
"55 - 59",27,6,1859,367,2259,2022-04-27
"60 - 64",24,13,2030,655,2722,2022-04-27
"65 - 69",32,14,1982,999,3027,2022-04-27
"70 - 74",26,15,1725,1320,3086,2022-04-27
"75 - 79",24,8,913,935,1880,2022-04-27
"80 - 84",11,3,216,299,529,2022-04-27
"85 - 89",0,3,42,50,95,2022-04-27
">90",0,0,6,4,10,2022-04-27
