"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,28,4,33,2021-11-18
"20 - 24",3,5,64,0,72,2021-11-18
"25 - 29",5,4,132,8,149,2021-11-18
"30 - 34",4,10,226,7,247,2021-11-18
"35 - 39",10,13,274,19,316,2021-11-18
"40 - 44",12,15,377,33,437,2021-11-18
"45 - 49",14,21,688,72,795,2021-11-18
"50 - 54",32,35,1123,163,1353,2021-11-18
"55 - 59",25,42,1518,279,1864,2021-11-18
"60 - 64",25,77,1620,512,2234,2021-11-18
"65 - 69",22,75,1603,789,2489,2021-11-18
"70 - 74",30,57,1402,1080,2569,2021-11-18
"75 - 79",14,51,704,741,1510,2021-11-18
"80 - 84",7,3,155,250,415,2021-11-18
"85 - 89",1,1,20,42,64,2021-11-18
">90",0,0,3,2,5,2021-11-18
