"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,46,6,55,2022-06-21
"20 - 24",4,0,108,0,112,2022-06-21
"25 - 29",5,0,182,11,198,2022-06-21
"30 - 34",3,0,317,13,333,2022-06-21
"35 - 39",4,2,397,26,429,2022-06-21
"40 - 44",6,0,502,49,557,2022-06-21
"45 - 49",6,0,888,91,985,2022-06-21
"50 - 54",11,2,1400,214,1627,2022-06-21
"55 - 59",18,10,1886,372,2286,2022-06-21
"60 - 64",12,8,2060,666,2746,2022-06-21
"65 - 69",28,7,2015,1008,3058,2022-06-21
"70 - 74",15,4,1757,1337,3113,2022-06-21
"75 - 79",17,4,941,943,1905,2022-06-21
"80 - 84",6,3,229,304,542,2022-06-21
"85 - 89",1,1,46,53,101,2022-06-21
">90",0,0,7,5,12,2022-06-21
