"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,46,6,54,2022-04-15
"20 - 24",4,1,106,0,111,2022-04-15
"25 - 29",5,0,177,11,193,2022-04-15
"30 - 34",7,1,310,13,331,2022-04-15
"35 - 39",3,1,394,26,424,2022-04-15
"40 - 44",7,8,491,47,553,2022-04-15
"45 - 49",8,7,875,92,982,2022-04-15
"50 - 54",17,6,1383,210,1616,2022-04-15
"55 - 59",25,13,1854,364,2256,2022-04-15
"60 - 64",22,13,2024,651,2710,2022-04-15
"65 - 69",34,23,1968,995,3020,2022-04-15
"70 - 74",25,18,1714,1314,3071,2022-04-15
"75 - 79",23,13,905,930,1871,2022-04-15
"80 - 84",9,6,211,295,521,2022-04-15
"85 - 89",2,1,40,50,93,2022-04-15
">90",1,0,5,4,10,2022-04-15
