"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,45,6,54,2022-04-08
"20 - 24",4,2,105,0,111,2022-04-08
"25 - 29",4,2,176,11,193,2022-04-08
"30 - 34",7,2,310,12,331,2022-04-08
"35 - 39",4,0,393,26,423,2022-04-08
"40 - 44",6,6,490,47,549,2022-04-08
"45 - 49",8,3,873,92,976,2022-04-08
"50 - 54",16,6,1379,209,1610,2022-04-08
"55 - 59",27,11,1848,363,2249,2022-04-08
"60 - 64",24,17,2018,647,2706,2022-04-08
"65 - 69",29,17,1962,994,3002,2022-04-08
"70 - 74",33,22,1699,1308,3062,2022-04-08
"75 - 79",24,14,898,926,1862,2022-04-08
"80 - 84",9,8,207,290,514,2022-04-08
"85 - 89",3,2,37,50,92,2022-04-08
">90",1,0,4,4,9,2022-04-08
