"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,63,8,72,2023-03-06
"20 - 24",2,1,122,2,127,2023-03-06
"25 - 29",0,0,199,13,212,2023-03-06
"30 - 34",2,0,334,14,350,2023-03-06
"35 - 39",3,1,423,27,454,2023-03-06
"40 - 44",0,0,536,55,591,2023-03-06
"45 - 49",4,1,919,98,1022,2023-03-06
"50 - 54",12,2,1457,232,1703,2023-03-06
"55 - 59",9,6,1977,397,2389,2023-03-06
"60 - 64",14,7,2169,696,2886,2023-03-06
"65 - 69",15,5,2153,1073,3246,2023-03-06
"70 - 74",17,16,1923,1399,3355,2023-03-06
"75 - 79",15,8,1082,1006,2111,2023-03-06
"80 - 84",12,3,314,343,672,2023-03-06
"85 - 89",4,1,73,75,153,2023-03-06
">90",1,1,17,9,28,2023-03-06
