"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-08-18
"20 - 24",3,0,114,1,118,2022-08-18
"25 - 29",1,0,190,12,203,2022-08-18
"30 - 34",5,0,325,14,344,2022-08-18
"35 - 39",3,0,405,26,434,2022-08-18
"40 - 44",5,2,511,50,568,2022-08-18
"45 - 49",3,1,897,95,996,2022-08-18
"50 - 54",6,4,1415,218,1643,2022-08-18
"55 - 59",14,5,1914,379,2312,2022-08-18
"60 - 64",11,10,2087,681,2789,2022-08-18
"65 - 69",17,8,2055,1021,3101,2022-08-18
"70 - 74",21,8,1787,1342,3158,2022-08-18
"75 - 79",16,6,980,957,1959,2022-08-18
"80 - 84",8,2,246,311,567,2022-08-18
"85 - 89",0,1,49,55,105,2022-08-18
">90",0,0,9,6,15,2022-08-18
