"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-10
"20 - 24",2,0,120,2,124,2023-02-10
"25 - 29",0,0,198,13,211,2023-02-10
"30 - 34",2,0,334,14,350,2023-02-10
"35 - 39",3,0,422,27,452,2023-02-10
"40 - 44",0,2,532,54,588,2023-02-10
"45 - 49",3,0,917,97,1017,2023-02-10
"50 - 54",8,1,1457,229,1695,2023-02-10
"55 - 59",7,3,1975,395,2380,2023-02-10
"60 - 64",14,5,2163,694,2876,2023-02-10
"65 - 69",13,6,2146,1068,3233,2023-02-10
"70 - 74",15,7,1907,1393,3322,2023-02-10
"75 - 79",13,6,1073,1001,2093,2023-02-10
"80 - 84",10,2,310,338,660,2023-02-10
"85 - 89",5,2,65,70,142,2023-02-10
">90",0,0,16,9,25,2023-02-10
