"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-02-24
"20 - 24",7,1,90,0,98,2022-02-24
"25 - 29",3,2,168,11,184,2022-02-24
"30 - 34",6,1,295,11,313,2022-02-24
"35 - 39",8,1,379,24,412,2022-02-24
"40 - 44",9,5,469,42,525,2022-02-24
"45 - 49",12,7,848,87,954,2022-02-24
"50 - 54",22,17,1344,199,1582,2022-02-24
"55 - 59",36,22,1790,350,2198,2022-02-24
"60 - 64",39,37,1929,617,2622,2022-02-24
"65 - 69",37,29,1870,962,2898,2022-02-24
"70 - 74",32,25,1623,1265,2945,2022-02-24
"75 - 79",18,20,843,892,1773,2022-02-24
"80 - 84",9,2,185,281,477,2022-02-24
"85 - 89",0,0,31,48,79,2022-02-24
">90",0,0,4,3,7,2022-02-24
