"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,25,3,29,2021-09-16
"20 - 24",5,1,57,0,63,2021-09-16
"25 - 29",4,3,116,7,130,2021-09-16
"30 - 34",6,9,196,7,218,2021-09-16
"35 - 39",8,10,235,15,268,2021-09-16
"40 - 44",8,9,339,30,386,2021-09-16
"45 - 49",6,14,644,68,732,2021-09-16
"50 - 54",12,29,1069,150,1260,2021-09-16
"55 - 59",15,29,1446,265,1755,2021-09-16
"60 - 64",19,32,1539,472,2062,2021-09-16
"65 - 69",15,36,1530,742,2323,2021-09-16
"70 - 74",13,17,1354,1018,2402,2021-09-16
"75 - 79",4,13,675,709,1401,2021-09-16
"80 - 84",4,2,142,231,379,2021-09-16
"85 - 89",0,0,19,40,59,2021-09-16
">90",0,0,3,2,5,2021-09-16
