"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,20,3,23,2021-07-16
"20 - 24",4,0,46,0,50,2021-07-16
"25 - 29",2,0,94,6,102,2021-07-16
"30 - 34",0,2,167,6,175,2021-07-16
"35 - 39",1,1,195,14,211,2021-07-16
"40 - 44",3,4,299,27,333,2021-07-16
"45 - 49",6,7,579,65,657,2021-07-16
"50 - 54",13,14,995,141,1163,2021-07-16
"55 - 59",14,11,1374,250,1649,2021-07-16
"60 - 64",8,12,1481,452,1953,2021-07-16
"65 - 69",13,13,1481,717,2224,2021-07-16
"70 - 74",11,13,1318,992,2334,2021-07-16
"75 - 79",7,2,654,684,1347,2021-07-16
"80 - 84",0,1,139,228,368,2021-07-16
"85 - 89",0,0,17,37,54,2021-07-16
">90",0,0,4,2,6,2021-07-16
