"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,44,6,54,2022-04-03
"20 - 24",4,3,102,0,109,2022-04-03
"25 - 29",5,1,175,11,192,2022-04-03
"30 - 34",5,2,310,12,329,2022-04-03
"35 - 39",3,1,392,26,422,2022-04-03
"40 - 44",6,6,487,47,546,2022-04-03
"45 - 49",8,4,871,91,974,2022-04-03
"50 - 54",19,7,1374,207,1607,2022-04-03
"55 - 59",22,16,1843,360,2241,2022-04-03
"60 - 64",28,22,2005,644,2699,2022-04-03
"65 - 69",32,19,1955,992,2998,2022-04-03
"70 - 74",32,27,1689,1304,3052,2022-04-03
"75 - 79",28,14,887,923,1852,2022-04-03
"80 - 84",9,9,203,288,509,2022-04-03
"85 - 89",1,3,37,49,90,2022-04-03
">90",1,0,4,4,9,2022-04-03
