"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-08
"20 - 24",6,1,94,0,101,2022-03-08
"25 - 29",5,1,171,11,188,2022-03-08
"30 - 34",9,1,298,11,319,2022-03-08
"35 - 39",5,2,386,24,417,2022-03-08
"40 - 44",8,3,476,44,531,2022-03-08
"45 - 49",11,5,855,87,958,2022-03-08
"50 - 54",19,12,1355,203,1589,2022-03-08
"55 - 59",29,17,1815,352,2213,2022-03-08
"60 - 64",29,33,1956,625,2643,2022-03-08
"65 - 69",33,33,1894,968,2928,2022-03-08
"70 - 74",28,33,1642,1273,2976,2022-03-08
"75 - 79",19,17,855,904,1795,2022-03-08
"80 - 84",5,1,190,281,477,2022-03-08
"85 - 89",1,1,31,48,81,2022-03-08
">90",0,0,3,3,6,2022-03-08
