"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-16
"20 - 24",2,0,120,2,124,2023-01-16
"25 - 29",0,0,197,13,210,2023-01-16
"30 - 34",3,0,332,14,349,2023-01-16
"35 - 39",2,0,421,27,450,2023-01-16
"40 - 44",0,2,531,53,586,2023-01-16
"45 - 49",2,0,917,98,1017,2023-01-16
"50 - 54",9,2,1453,229,1693,2023-01-16
"55 - 59",9,7,1965,394,2375,2023-01-16
"60 - 64",12,8,2157,691,2868,2023-01-16
"65 - 69",16,6,2134,1062,3218,2023-01-16
"70 - 74",17,13,1889,1387,3306,2023-01-16
"75 - 79",18,8,1056,997,2079,2023-01-16
"80 - 84",10,3,298,335,646,2023-01-16
"85 - 89",2,1,64,69,136,2023-01-16
">90",0,0,15,9,24,2023-01-16
