"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-05
"20 - 24",6,2,92,0,100,2022-03-05
"25 - 29",8,2,168,11,189,2022-03-05
"30 - 34",7,3,297,11,318,2022-03-05
"35 - 39",4,2,386,24,416,2022-03-05
"40 - 44",12,3,472,44,531,2022-03-05
"45 - 49",13,4,853,88,958,2022-03-05
"50 - 54",20,15,1352,201,1588,2022-03-05
"55 - 59",34,18,1808,351,2211,2022-03-05
"60 - 64",28,32,1955,623,2638,2022-03-05
"65 - 69",34,29,1888,967,2918,2022-03-05
"70 - 74",28,29,1641,1271,2969,2022-03-05
"75 - 79",20,18,849,901,1788,2022-03-05
"80 - 84",4,2,190,281,477,2022-03-05
"85 - 89",0,0,31,48,79,2022-03-05
">90",0,0,3,3,6,2022-03-05
