"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,64,8,74,2023-03-07
"20 - 24",3,1,122,2,128,2023-03-07
"25 - 29",0,0,199,13,212,2023-03-07
"30 - 34",2,0,334,14,350,2023-03-07
"35 - 39",2,1,424,28,455,2023-03-07
"40 - 44",0,1,536,55,592,2023-03-07
"45 - 49",4,1,919,99,1023,2023-03-07
"50 - 54",12,3,1457,232,1704,2023-03-07
"55 - 59",8,6,1979,397,2390,2023-03-07
"60 - 64",17,7,2170,696,2890,2023-03-07
"65 - 69",15,6,2152,1073,3246,2023-03-07
"70 - 74",18,19,1923,1400,3360,2023-03-07
"75 - 79",13,10,1086,1006,2115,2023-03-07
"80 - 84",11,5,315,345,676,2023-03-07
"85 - 89",5,1,73,75,154,2023-03-07
">90",1,1,17,9,28,2023-03-07
