"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,38,6,47,2022-03-01
"20 - 24",6,2,91,0,99,2022-03-01
"25 - 29",5,1,168,11,185,2022-03-01
"30 - 34",6,2,296,11,315,2022-03-01
"35 - 39",4,0,385,24,413,2022-03-01
"40 - 44",8,8,471,42,529,2022-03-01
"45 - 49",10,9,852,87,958,2022-03-01
"50 - 54",20,17,1349,200,1586,2022-03-01
"55 - 59",34,22,1798,350,2204,2022-03-01
"60 - 64",36,31,1940,621,2628,2022-03-01
"65 - 69",36,31,1879,964,2910,2022-03-01
"70 - 74",34,27,1630,1268,2959,2022-03-01
"75 - 79",22,21,845,894,1782,2022-03-01
"80 - 84",5,1,189,281,476,2022-03-01
"85 - 89",0,1,31,48,80,2022-03-01
">90",0,0,4,3,7,2022-03-01
