"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,2,37,5,45,2022-01-27
"20 - 24",2,3,81,0,86,2022-01-27
"25 - 29",4,3,159,10,176,2022-01-27
"30 - 34",3,3,289,11,306,2022-01-27
"35 - 39",7,3,362,21,393,2022-01-27
"40 - 44",5,10,457,40,512,2022-01-27
"45 - 49",20,16,811,86,933,2022-01-27
"50 - 54",31,24,1308,190,1553,2022-01-27
"55 - 59",37,31,1741,340,2149,2022-01-27
"60 - 64",37,39,1887,605,2568,2022-01-27
"65 - 69",44,39,1824,935,2842,2022-01-27
"70 - 74",29,43,1577,1246,2895,2022-01-27
"75 - 79",21,17,812,872,1722,2022-01-27
"80 - 84",8,2,176,273,459,2022-01-27
"85 - 89",0,1,27,46,74,2022-01-27
">90",0,0,4,3,7,2022-01-27
