"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,1,37,6,45,2022-02-10
"20 - 24",7,2,86,0,95,2022-02-10
"25 - 29",2,4,165,11,182,2022-02-10
"30 - 34",6,4,288,11,309,2022-02-10
"35 - 39",9,3,372,22,406,2022-02-10
"40 - 44",9,6,462,42,519,2022-02-10
"45 - 49",17,10,830,87,944,2022-02-10
"50 - 54",31,17,1323,195,1566,2022-02-10
"55 - 59",36,32,1763,345,2176,2022-02-10
"60 - 64",33,34,1909,613,2589,2022-02-10
"65 - 69",41,38,1843,949,2871,2022-02-10
"70 - 74",30,31,1598,1257,2916,2022-02-10
"75 - 79",17,21,828,882,1748,2022-02-10
"80 - 84",7,5,181,274,467,2022-02-10
"85 - 89",1,1,28,47,77,2022-02-10
">90",0,0,4,3,7,2022-02-10
