"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-09-05
"20 - 24",3,0,113,1,117,2022-09-05
"25 - 29",1,0,191,12,204,2022-09-05
"30 - 34",4,0,323,14,341,2022-09-05
"35 - 39",3,0,404,26,433,2022-09-05
"40 - 44",3,3,512,50,568,2022-09-05
"45 - 49",5,0,896,94,995,2022-09-05
"50 - 54",8,3,1417,218,1646,2022-09-05
"55 - 59",11,2,1921,382,2316,2022-09-05
"60 - 64",15,6,2085,681,2787,2022-09-05
"65 - 69",14,6,2054,1025,3099,2022-09-05
"70 - 74",20,4,1796,1347,3167,2022-09-05
"75 - 79",5,3,988,960,1956,2022-09-05
"80 - 84",8,2,247,312,569,2022-09-05
"85 - 89",1,0,51,55,107,2022-09-05
">90",0,0,9,7,16,2022-09-05
