"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,2,53,7,65,2022-11-03
"20 - 24",5,0,115,3,123,2022-11-03
"25 - 29",3,0,193,13,209,2022-11-03
"30 - 34",2,0,330,14,346,2022-11-03
"35 - 39",2,3,411,26,442,2022-11-03
"40 - 44",3,0,523,52,578,2022-11-03
"45 - 49",6,1,903,97,1007,2022-11-03
"50 - 54",12,2,1433,220,1667,2022-11-03
"55 - 59",12,3,1940,385,2340,2022-11-03
"60 - 64",17,7,2111,686,2821,2022-11-03
"65 - 69",24,8,2082,1038,3152,2022-11-03
"70 - 74",21,10,1838,1367,3236,2022-11-03
"75 - 79",17,8,1012,974,2011,2022-11-03
"80 - 84",12,2,270,322,606,2022-11-03
"85 - 89",6,0,57,62,125,2022-11-03
">90",0,0,13,9,22,2022-11-03
