"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,38,6,47,2022-02-28
"20 - 24",7,2,90,0,99,2022-02-28
"25 - 29",5,0,168,11,184,2022-02-28
"30 - 34",5,3,296,11,315,2022-02-28
"35 - 39",4,1,384,24,413,2022-02-28
"40 - 44",8,6,471,42,527,2022-02-28
"45 - 49",13,9,849,88,959,2022-02-28
"50 - 54",22,16,1347,200,1585,2022-02-28
"55 - 59",35,21,1799,350,2205,2022-02-28
"60 - 64",40,34,1933,619,2626,2022-02-28
"65 - 69",37,31,1875,964,2907,2022-02-28
"70 - 74",33,28,1628,1267,2956,2022-02-28
"75 - 79",21,19,844,894,1778,2022-02-28
"80 - 84",5,2,188,281,476,2022-02-28
"85 - 89",0,0,31,48,79,2022-02-28
">90",0,0,4,3,7,2022-02-28
