"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-25
"20 - 24",2,0,120,2,124,2023-01-25
"25 - 29",0,1,197,13,211,2023-01-25
"30 - 34",2,0,333,14,349,2023-01-25
"35 - 39",2,1,421,27,451,2023-01-25
"40 - 44",0,2,531,53,586,2023-01-25
"45 - 49",2,1,917,98,1018,2023-01-25
"50 - 54",9,1,1455,229,1694,2023-01-25
"55 - 59",8,4,1972,394,2378,2023-01-25
"60 - 64",10,6,2161,693,2870,2023-01-25
"65 - 69",13,5,2144,1065,3227,2023-01-25
"70 - 74",18,6,1899,1389,3312,2023-01-25
"75 - 79",15,8,1062,999,2084,2023-01-25
"80 - 84",8,4,302,337,651,2023-01-25
"85 - 89",4,2,63,69,138,2023-01-25
">90",0,1,15,9,25,2023-01-25
