"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,46,6,55,2022-06-20
"20 - 24",4,0,108,0,112,2022-06-20
"25 - 29",5,0,182,11,198,2022-06-20
"30 - 34",3,0,317,13,333,2022-06-20
"35 - 39",4,2,397,26,429,2022-06-20
"40 - 44",6,1,502,49,558,2022-06-20
"45 - 49",6,0,888,91,985,2022-06-20
"50 - 54",11,2,1399,214,1626,2022-06-20
"55 - 59",18,7,1885,372,2282,2022-06-20
"60 - 64",12,7,2060,666,2745,2022-06-20
"65 - 69",28,6,2013,1008,3055,2022-06-20
"70 - 74",14,6,1756,1336,3112,2022-06-20
"75 - 79",17,3,942,943,1905,2022-06-20
"80 - 84",5,5,228,304,542,2022-06-20
"85 - 89",1,1,46,53,101,2022-06-20
">90",0,0,7,5,12,2022-06-20
