"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-09
"20 - 24",6,2,94,0,102,2022-03-09
"25 - 29",5,1,171,11,188,2022-03-09
"30 - 34",10,3,298,11,322,2022-03-09
"35 - 39",5,1,386,24,416,2022-03-09
"40 - 44",8,4,476,44,532,2022-03-09
"45 - 49",11,6,855,88,960,2022-03-09
"50 - 54",18,14,1356,203,1591,2022-03-09
"55 - 59",28,17,1815,353,2213,2022-03-09
"60 - 64",28,32,1959,627,2646,2022-03-09
"65 - 69",34,33,1897,968,2932,2022-03-09
"70 - 74",28,34,1643,1273,2978,2022-03-09
"75 - 79",19,20,856,904,1799,2022-03-09
"80 - 84",5,1,190,281,477,2022-03-09
"85 - 89",1,0,31,48,80,2022-03-09
">90",0,0,3,3,6,2022-03-09
