"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,46,7,56,2022-06-30
"20 - 24",5,0,108,0,113,2022-06-30
"25 - 29",4,0,183,12,199,2022-06-30
"30 - 34",4,2,317,13,336,2022-06-30
"35 - 39",3,4,397,26,430,2022-06-30
"40 - 44",5,2,503,49,559,2022-06-30
"45 - 49",6,2,888,92,988,2022-06-30
"50 - 54",10,4,1401,214,1629,2022-06-30
"55 - 59",21,8,1890,372,2291,2022-06-30
"60 - 64",8,10,2063,671,2752,2022-06-30
"65 - 69",25,7,2021,1011,3064,2022-06-30
"70 - 74",18,3,1757,1338,3116,2022-06-30
"75 - 79",21,4,943,944,1912,2022-06-30
"80 - 84",8,3,230,304,545,2022-06-30
"85 - 89",1,0,47,54,102,2022-06-30
">90",0,0,7,5,12,2022-06-30
