"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,21,3,25,2021-07-26
"20 - 24",3,0,49,0,52,2021-07-26
"25 - 29",4,1,95,6,106,2021-07-26
"30 - 34",3,3,167,6,179,2021-07-26
"35 - 39",2,12,196,14,224,2021-07-26
"40 - 44",6,12,300,27,345,2021-07-26
"45 - 49",4,15,586,65,670,2021-07-26
"50 - 54",17,21,1000,142,1180,2021-07-26
"55 - 59",11,14,1385,252,1662,2021-07-26
"60 - 64",12,18,1484,454,1968,2021-07-26
"65 - 69",6,25,1486,720,2237,2021-07-26
"70 - 74",10,14,1322,994,2340,2021-07-26
"75 - 79",7,7,656,686,1356,2021-07-26
"80 - 84",2,0,139,228,369,2021-07-26
"85 - 89",0,1,17,37,55,2021-07-26
">90",0,0,4,2,6,2021-07-26
