"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,25,3,29,2021-09-18
"20 - 24",4,1,58,0,63,2021-09-18
"25 - 29",3,3,117,7,130,2021-09-18
"30 - 34",3,10,200,7,220,2021-09-18
"35 - 39",6,11,236,15,268,2021-09-18
"40 - 44",6,9,340,30,385,2021-09-18
"45 - 49",7,13,645,68,733,2021-09-18
"50 - 54",14,29,1069,151,1263,2021-09-18
"55 - 59",9,27,1451,266,1753,2021-09-18
"60 - 64",19,28,1543,472,2062,2021-09-18
"65 - 69",8,33,1537,743,2321,2021-09-18
"70 - 74",13,15,1355,1019,2402,2021-09-18
"75 - 79",4,13,675,709,1401,2021-09-18
"80 - 84",2,1,143,232,378,2021-09-18
"85 - 89",0,0,19,40,59,2021-09-18
">90",0,0,3,2,5,2021-09-18
