"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,56,7,65,2022-11-29
"20 - 24",4,0,116,3,123,2022-11-29
"25 - 29",2,0,194,13,209,2022-11-29
"30 - 34",3,0,330,14,347,2022-11-29
"35 - 39",4,3,412,26,445,2022-11-29
"40 - 44",2,0,527,52,581,2022-11-29
"45 - 49",4,0,907,98,1009,2022-11-29
"50 - 54",9,3,1440,221,1673,2022-11-29
"55 - 59",11,3,1945,388,2347,2022-11-29
"60 - 64",15,2,2124,688,2829,2022-11-29
"65 - 69",20,4,2098,1048,3170,2022-11-29
"70 - 74",18,9,1850,1373,3250,2022-11-29
"75 - 79",18,6,1023,982,2029,2022-11-29
"80 - 84",13,1,275,325,614,2022-11-29
"85 - 89",3,2,60,62,127,2022-11-29
">90",1,0,13,9,23,2022-11-29
