"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,25,3,28,2021-09-04
"20 - 24",3,0,56,0,59,2021-09-04
"25 - 29",5,4,112,7,128,2021-09-04
"30 - 34",8,9,183,7,207,2021-09-04
"35 - 39",5,11,230,15,261,2021-09-04
"40 - 44",4,12,332,30,378,2021-09-04
"45 - 49",9,14,633,67,723,2021-09-04
"50 - 54",18,25,1055,146,1244,2021-09-04
"55 - 59",12,28,1435,261,1736,2021-09-04
"60 - 64",17,36,1525,466,2044,2021-09-04
"65 - 69",10,36,1524,735,2305,2021-09-04
"70 - 74",15,19,1341,1012,2387,2021-09-04
"75 - 79",3,18,673,701,1395,2021-09-04
"80 - 84",3,3,141,229,376,2021-09-04
"85 - 89",2,0,18,38,58,2021-09-04
">90",0,0,3,2,5,2021-09-04
