"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,47,7,57,2022-07-27
"20 - 24",5,0,110,0,115,2022-07-27
"25 - 29",5,0,184,12,201,2022-07-27
"30 - 34",6,3,322,13,344,2022-07-27
"35 - 39",4,0,400,26,430,2022-07-27
"40 - 44",7,3,506,50,566,2022-07-27
"45 - 49",7,2,890,92,991,2022-07-27
"50 - 54",9,7,1407,215,1638,2022-07-27
"55 - 59",21,4,1901,375,2301,2022-07-27
"60 - 64",15,12,2075,674,2776,2022-07-27
"65 - 69",25,9,2032,1019,3085,2022-07-27
"70 - 74",23,11,1770,1340,3144,2022-07-27
"75 - 79",20,5,964,954,1943,2022-07-27
"80 - 84",7,2,241,310,560,2022-07-27
"85 - 89",0,0,48,55,103,2022-07-27
">90",0,1,8,5,14,2022-07-27
