"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,48,7,59,2022-08-01
"20 - 24",4,0,110,1,115,2022-08-01
"25 - 29",5,0,184,12,201,2022-08-01
"30 - 34",6,2,323,13,344,2022-08-01
"35 - 39",4,1,401,26,432,2022-08-01
"40 - 44",8,3,506,50,567,2022-08-01
"45 - 49",7,3,890,93,993,2022-08-01
"50 - 54",8,4,1409,217,1638,2022-08-01
"55 - 59",18,4,1908,375,2305,2022-08-01
"60 - 64",16,12,2077,676,2781,2022-08-01
"65 - 69",26,7,2039,1020,3092,2022-08-01
"70 - 74",23,10,1773,1340,3146,2022-08-01
"75 - 79",20,4,965,955,1944,2022-08-01
"80 - 84",7,3,242,310,562,2022-08-01
"85 - 89",1,1,48,55,105,2022-08-01
">90",1,0,8,5,14,2022-08-01
