"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-10
"20 - 24",6,2,94,0,102,2022-03-10
"25 - 29",4,1,172,11,188,2022-03-10
"30 - 34",8,3,300,11,322,2022-03-10
"35 - 39",5,1,386,24,416,2022-03-10
"40 - 44",6,5,478,44,533,2022-03-10
"45 - 49",7,5,859,88,959,2022-03-10
"50 - 54",17,13,1358,203,1591,2022-03-10
"55 - 59",27,16,1818,354,2215,2022-03-10
"60 - 64",31,28,1959,628,2646,2022-03-10
"65 - 69",36,30,1898,970,2934,2022-03-10
"70 - 74",29,34,1644,1274,2981,2022-03-10
"75 - 79",21,19,856,904,1800,2022-03-10
"80 - 84",5,1,190,281,477,2022-03-10
"85 - 89",1,0,31,48,80,2022-03-10
">90",0,0,3,3,6,2022-03-10
