"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,25,3,28,2021-09-06
"20 - 24",3,1,56,0,60,2021-09-06
"25 - 29",5,6,112,7,130,2021-09-06
"30 - 34",7,10,185,7,209,2021-09-06
"35 - 39",6,12,230,15,263,2021-09-06
"40 - 44",5,12,333,30,380,2021-09-06
"45 - 49",10,11,635,67,723,2021-09-06
"50 - 54",16,26,1058,148,1248,2021-09-06
"55 - 59",12,30,1436,261,1739,2021-09-06
"60 - 64",20,31,1525,469,2045,2021-09-06
"65 - 69",10,39,1525,735,2309,2021-09-06
"70 - 74",13,22,1343,1013,2391,2021-09-06
"75 - 79",3,14,673,705,1395,2021-09-06
"80 - 84",4,2,141,229,376,2021-09-06
"85 - 89",2,0,18,38,58,2021-09-06
">90",0,0,3,2,5,2021-09-06
