"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-03
"20 - 24",2,0,120,2,124,2023-02-03
"25 - 29",0,0,198,13,211,2023-02-03
"30 - 34",2,0,334,14,350,2023-02-03
"35 - 39",3,0,421,27,451,2023-02-03
"40 - 44",1,1,531,53,586,2023-02-03
"45 - 49",3,0,917,97,1017,2023-02-03
"50 - 54",9,1,1455,229,1694,2023-02-03
"55 - 59",7,4,1974,395,2380,2023-02-03
"60 - 64",11,6,2162,693,2872,2023-02-03
"65 - 69",13,1,2146,1067,3227,2023-02-03
"70 - 74",16,5,1905,1390,3316,2023-02-03
"75 - 79",14,7,1069,1000,2090,2023-02-03
"80 - 84",9,1,306,338,654,2023-02-03
"85 - 89",6,1,64,69,140,2023-02-03
">90",1,0,15,9,25,2023-02-03
