"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,57,7,67,2022-12-05
"20 - 24",5,0,116,3,124,2022-12-05
"25 - 29",2,0,194,13,209,2022-12-05
"30 - 34",3,0,330,14,347,2022-12-05
"35 - 39",4,2,413,26,445,2022-12-05
"40 - 44",2,0,527,52,581,2022-12-05
"45 - 49",4,2,908,98,1012,2022-12-05
"50 - 54",9,2,1440,223,1674,2022-12-05
"55 - 59",11,7,1945,388,2351,2022-12-05
"60 - 64",12,3,2128,688,2831,2022-12-05
"65 - 69",19,4,2098,1048,3169,2022-12-05
"70 - 74",20,11,1851,1373,3255,2022-12-05
"75 - 79",17,7,1026,982,2032,2022-12-05
"80 - 84",11,2,277,326,616,2022-12-05
"85 - 89",3,1,61,62,127,2022-12-05
">90",1,0,13,9,23,2022-12-05
