"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,49,7,60,2022-08-11
"20 - 24",4,0,111,1,116,2022-08-11
"25 - 29",1,0,188,12,201,2022-08-11
"30 - 34",5,1,325,14,345,2022-08-11
"35 - 39",3,1,404,26,434,2022-08-11
"40 - 44",6,3,510,50,569,2022-08-11
"45 - 49",3,2,896,94,995,2022-08-11
"50 - 54",5,3,1415,218,1641,2022-08-11
"55 - 59",13,5,1912,378,2308,2022-08-11
"60 - 64",13,10,2084,678,2785,2022-08-11
"65 - 69",19,7,2051,1021,3098,2022-08-11
"70 - 74",21,12,1783,1342,3158,2022-08-11
"75 - 79",18,6,975,957,1956,2022-08-11
"80 - 84",8,2,244,311,565,2022-08-11
"85 - 89",0,0,49,55,104,2022-08-11
">90",0,1,9,5,15,2022-08-11
