"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,0,38,6,46,2022-03-11
"20 - 24",6,4,94,0,104,2022-03-11
"25 - 29",4,1,172,11,188,2022-03-11
"30 - 34",8,2,300,12,322,2022-03-11
"35 - 39",6,1,386,24,417,2022-03-11
"40 - 44",4,5,480,44,533,2022-03-11
"45 - 49",6,8,859,87,960,2022-03-11
"50 - 54",18,11,1359,203,1591,2022-03-11
"55 - 59",25,16,1821,354,2216,2022-03-11
"60 - 64",33,29,1958,628,2648,2022-03-11
"65 - 69",34,31,1901,971,2937,2022-03-11
"70 - 74",32,32,1645,1275,2984,2022-03-11
"75 - 79",18,19,858,905,1800,2022-03-11
"80 - 84",3,4,190,283,480,2022-03-11
"85 - 89",1,0,31,48,80,2022-03-11
">90",0,0,3,3,6,2022-03-11
