"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-12
"20 - 24",3,0,61,0,64,2021-10-12
"25 - 29",6,6,118,7,137,2021-10-12
"30 - 34",3,2,213,7,225,2021-10-12
"35 - 39",5,7,249,17,278,2021-10-12
"40 - 44",7,8,354,32,401,2021-10-12
"45 - 49",9,4,659,70,742,2021-10-12
"50 - 54",12,17,1093,159,1281,2021-10-12
"55 - 59",16,16,1476,273,1781,2021-10-12
"60 - 64",22,19,1569,480,2090,2021-10-12
"65 - 69",10,24,1558,752,2344,2021-10-12
"70 - 74",10,25,1374,1029,2438,2021-10-12
"75 - 79",6,15,681,715,1417,2021-10-12
"80 - 84",1,5,144,235,385,2021-10-12
"85 - 89",0,1,19,40,60,2021-10-12
">90",0,0,3,2,5,2021-10-12
