"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,62,8,71,2023-02-16
"20 - 24",2,0,120,2,124,2023-02-16
"25 - 29",0,0,198,13,211,2023-02-16
"30 - 34",2,0,334,14,350,2023-02-16
"35 - 39",3,0,422,27,452,2023-02-16
"40 - 44",0,1,533,54,588,2023-02-16
"45 - 49",2,1,918,98,1019,2023-02-16
"50 - 54",8,2,1457,229,1696,2023-02-16
"55 - 59",6,3,1976,395,2380,2023-02-16
"60 - 64",14,3,2164,695,2876,2023-02-16
"65 - 69",15,1,2148,1070,3234,2023-02-16
"70 - 74",15,11,1911,1394,3331,2023-02-16
"75 - 79",10,5,1076,1002,2093,2023-02-16
"80 - 84",9,3,311,338,661,2023-02-16
"85 - 89",6,2,66,70,144,2023-02-16
">90",0,0,16,9,25,2023-02-16
