"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,0,27,3,30,2021-10-10
"20 - 24",3,1,61,0,65,2021-10-10
"25 - 29",6,4,118,7,135,2021-10-10
"30 - 34",3,1,213,7,224,2021-10-10
"35 - 39",6,7,246,17,276,2021-10-10
"40 - 44",4,11,353,32,400,2021-10-10
"45 - 49",8,4,659,70,741,2021-10-10
"50 - 54",16,15,1087,158,1276,2021-10-10
"55 - 59",18,13,1473,273,1777,2021-10-10
"60 - 64",26,14,1565,479,2084,2021-10-10
"65 - 69",11,24,1556,750,2341,2021-10-10
"70 - 74",12,25,1372,1026,2435,2021-10-10
"75 - 79",6,11,681,715,1413,2021-10-10
"80 - 84",1,3,144,235,383,2021-10-10
"85 - 89",0,0,19,40,59,2021-10-10
">90",0,0,3,2,5,2021-10-10
