"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",1,0,27,3,31,2021-10-26
"20 - 24",3,0,61,0,64,2021-10-26
"25 - 29",4,4,126,7,141,2021-10-26
"30 - 34",2,2,217,7,228,2021-10-26
"35 - 39",5,5,258,17,285,2021-10-26
"40 - 44",1,9,367,33,410,2021-10-26
"45 - 49",6,7,668,70,751,2021-10-26
"50 - 54",15,14,1102,162,1293,2021-10-26
"55 - 59",18,17,1490,274,1799,2021-10-26
"60 - 64",15,22,1587,491,2115,2021-10-26
"65 - 69",12,39,1565,760,2376,2021-10-26
"70 - 74",12,36,1380,1039,2467,2021-10-26
"75 - 79",8,23,687,720,1438,2021-10-26
"80 - 84",7,2,146,240,395,2021-10-26
"85 - 89",0,0,19,41,60,2021-10-26
">90",0,0,3,2,5,2021-10-26
