"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,50,7,60,2022-08-15
"20 - 24",3,2,112,1,118,2022-08-15
"25 - 29",1,0,189,12,202,2022-08-15
"30 - 34",5,0,325,14,344,2022-08-15
"35 - 39",2,1,405,26,434,2022-08-15
"40 - 44",5,3,510,50,568,2022-08-15
"45 - 49",4,2,896,94,996,2022-08-15
"50 - 54",6,3,1415,218,1642,2022-08-15
"55 - 59",13,6,1913,378,2310,2022-08-15
"60 - 64",14,10,2085,679,2788,2022-08-15
"65 - 69",19,8,2053,1021,3101,2022-08-15
"70 - 74",21,11,1784,1342,3158,2022-08-15
"75 - 79",15,8,978,957,1958,2022-08-15
"80 - 84",9,2,244,311,566,2022-08-15
"85 - 89",0,1,49,55,105,2022-08-15
">90",0,0,9,6,15,2022-08-15
