"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,3,31,3,39,2021-12-08
"20 - 24",7,3,70,0,80,2021-12-08
"25 - 29",6,3,139,9,157,2021-12-08
"30 - 34",8,14,248,7,277,2021-12-08
"35 - 39",9,22,304,19,354,2021-12-08
"40 - 44",7,20,403,37,467,2021-12-08
"45 - 49",20,48,718,77,863,2021-12-08
"50 - 54",30,62,1179,165,1436,2021-12-08
"55 - 59",37,92,1583,291,2003,2021-12-08
"60 - 64",47,96,1694,544,2381,2021-12-08
"65 - 69",53,114,1646,835,2648,2021-12-08
"70 - 74",38,101,1448,1143,2730,2021-12-08
"75 - 79",24,48,735,805,1612,2021-12-08
"80 - 84",7,7,159,258,431,2021-12-08
"85 - 89",1,0,21,44,66,2021-12-08
">90",0,0,3,2,5,2021-12-08
