"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,1,35,4,43,2022-01-03
"20 - 24",4,3,77,0,84,2022-01-03
"25 - 29",5,4,150,10,169,2022-01-03
"30 - 34",7,8,278,11,304,2022-01-03
"35 - 39",9,7,343,21,380,2022-01-03
"40 - 44",10,16,433,38,497,2022-01-03
"45 - 49",14,37,777,85,913,2022-01-03
"50 - 54",25,51,1262,179,1517,2022-01-03
"55 - 59",53,66,1670,319,2108,2022-01-03
"60 - 64",44,81,1807,582,2514,2022-01-03
"65 - 69",49,74,1753,897,2773,2022-01-03
"70 - 74",29,81,1529,1214,2853,2022-01-03
"75 - 79",28,44,776,848,1696,2022-01-03
"80 - 84",6,3,167,271,447,2022-01-03
"85 - 89",1,1,24,45,71,2022-01-03
">90",0,1,3,3,7,2022-01-03
