"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,62,8,71,2023-01-09
"20 - 24",2,0,120,2,124,2023-01-09
"25 - 29",0,0,197,13,210,2023-01-09
"30 - 34",2,2,332,14,350,2023-01-09
"35 - 39",3,0,419,27,449,2023-01-09
"40 - 44",0,2,530,53,585,2023-01-09
"45 - 49",5,0,914,97,1016,2023-01-09
"50 - 54",7,3,1453,228,1691,2023-01-09
"55 - 59",9,6,1965,393,2373,2023-01-09
"60 - 64",15,7,2149,690,2861,2023-01-09
"65 - 69",18,8,2127,1058,3211,2023-01-09
"70 - 74",15,15,1885,1385,3300,2023-01-09
"75 - 79",14,14,1053,995,2076,2023-01-09
"80 - 84",7,1,298,335,641,2023-01-09
"85 - 89",2,0,65,66,133,2023-01-09
">90",0,0,15,9,24,2023-01-09
