"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",2,1,35,4,42,2022-01-01
"20 - 24",4,3,77,0,84,2022-01-01
"25 - 29",4,4,150,10,168,2022-01-01
"30 - 34",8,6,277,11,302,2022-01-01
"35 - 39",9,8,342,20,379,2022-01-01
"40 - 44",10,16,432,38,496,2022-01-01
"45 - 49",17,34,776,84,911,2022-01-01
"50 - 54",25,48,1261,177,1511,2022-01-01
"55 - 59",53,63,1664,316,2096,2022-01-01
"60 - 64",44,84,1802,581,2511,2022-01-01
"65 - 69",49,75,1749,893,2766,2022-01-01
"70 - 74",31,71,1526,1210,2838,2022-01-01
"75 - 79",29,44,774,845,1692,2022-01-01
"80 - 84",6,3,167,270,446,2022-01-01
"85 - 89",1,1,24,45,71,2022-01-01
">90",0,1,3,3,7,2022-01-01
