"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,3,29,3,38,2021-12-03
"20 - 24",3,6,68,0,77,2021-12-03
"25 - 29",7,3,137,9,156,2021-12-03
"30 - 34",9,14,241,7,271,2021-12-03
"35 - 39",9,18,297,19,343,2021-12-03
"40 - 44",8,23,398,34,463,2021-12-03
"45 - 49",20,37,711,76,844,2021-12-03
"50 - 54",30,53,1163,164,1410,2021-12-03
"55 - 59",31,90,1559,288,1968,2021-12-03
"60 - 64",47,98,1665,536,2346,2021-12-03
"65 - 69",44,108,1634,827,2613,2021-12-03
"70 - 74",34,96,1437,1129,2696,2021-12-03
"75 - 79",23,55,723,788,1589,2021-12-03
"80 - 84",8,5,159,257,429,2021-12-03
"85 - 89",1,0,21,44,66,2021-12-03
">90",0,0,3,2,5,2021-12-03
