"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",3,0,50,7,60,2022-08-30
"20 - 24",3,0,113,1,117,2022-08-30
"25 - 29",1,1,190,12,204,2022-08-30
"30 - 34",4,0,323,14,341,2022-08-30
"35 - 39",3,0,404,26,433,2022-08-30
"40 - 44",3,3,512,50,568,2022-08-30
"45 - 49",4,1,896,95,996,2022-08-30
"50 - 54",8,2,1416,218,1644,2022-08-30
"55 - 59",10,3,1922,381,2316,2022-08-30
"60 - 64",13,8,2083,681,2785,2022-08-30
"65 - 69",14,7,2053,1025,3099,2022-08-30
"70 - 74",21,5,1792,1347,3165,2022-08-30
"75 - 79",9,3,983,960,1955,2022-08-30
"80 - 84",6,1,247,312,566,2022-08-30
"85 - 89",0,0,51,55,106,2022-08-30
">90",0,0,9,7,16,2022-08-30
