"Leeftijd","IC_naar_Klinisch","IC_aanwezig","Verlaten_Levend","Verlaten_Overleden","Totaal","Datum"
"<20",0,1,25,3,29,2021-09-13
"20 - 24",5,0,56,0,61,2021-09-13
"25 - 29",6,3,114,7,130,2021-09-13
"30 - 34",6,10,191,7,214,2021-09-13
"35 - 39",5,11,235,15,266,2021-09-13
"40 - 44",11,10,334,30,385,2021-09-13
"45 - 49",7,13,641,68,729,2021-09-13
"50 - 54",10,30,1065,150,1255,2021-09-13
"55 - 59",10,31,1444,264,1749,2021-09-13
"60 - 64",17,30,1538,471,2056,2021-09-13
"65 - 69",11,36,1530,739,2316,2021-09-13
"70 - 74",15,17,1349,1016,2397,2021-09-13
"75 - 79",4,16,674,708,1402,2021-09-13
"80 - 84",4,3,142,230,379,2021-09-13
"85 - 89",1,0,18,40,59,2021-09-13
">90",0,0,3,2,5,2021-09-13
